pin,slack
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_24:Y,2552
nCsD_obuf[1]/U0/U_IOOUTFF:A,
nCsD_obuf[1]/U0/U_IOOUTFF:Y,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_70:A,6038
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_70:B,5960
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_70:C,2666
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_70:Y,2666
debug_obuf[2]/U0/U_IOENFF:A,
debug_obuf[2]/U0/U_IOENFF:Y,
SpiMasterPorts_2/ClkDiv[3]:ALn,5513
SpiMasterPorts_2/ClkDiv[3]:CLK,2868
SpiMasterPorts_2/ClkDiv[3]:D,5240
SpiMasterPorts_2/ClkDiv[3]:EN,8498
SpiMasterPorts_2/ClkDiv[3]:Q,2868
SpiMasterPorts_2/DataFromMiso_1[16]:ALn,5513
SpiMasterPorts_2/DataFromMiso_1[16]:CLK,5977
SpiMasterPorts_2/DataFromMiso_1[16]:D,
SpiMasterPorts_2/DataFromMiso_1[16]:EN,3612
SpiMasterPorts_2/DataFromMiso_1[16]:Q,5977
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_22:A,2635
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_22:B,3243
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_22:C,2549
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_22:Y,2549
SpiMasterPorts_2/DataToMosi_i[22]:ALn,5513
SpiMasterPorts_2/DataToMosi_i[22]:CLK,3896
SpiMasterPorts_2/DataToMosi_i[22]:D,7381
SpiMasterPorts_2/DataToMosi_i[22]:EN,4917
SpiMasterPorts_2/DataToMosi_i[22]:Q,3896
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/genblk1.CUARTO0[8]:CLK,5146
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/genblk1.CUARTO0[8]:D,4978
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/genblk1.CUARTO0[8]:Q,5146
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_21:A,2500
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_21:B,3066
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_21:C,3267
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_21:D,2797
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_21:Y,2500
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1OI_5_1_1[2]:A,4541
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1OI_5_1_1[2]:B,5686
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1OI_5_1_1[2]:C,5605
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1OI_5_1_1[2]:Y,4541
SpiMasterPorts_0/ClkDiv_cry[1]:B,7495
SpiMasterPorts_0/ClkDiv_cry[1]:C,5193
SpiMasterPorts_0/ClkDiv_cry[1]:FCI,5177
SpiMasterPorts_0/ClkDiv_cry[1]:FCO,5177
SpiMasterPorts_0/ClkDiv_cry[1]:S,5240
SpiMasterPorts_4/DataFromMiso_1[4]:ALn,5513
SpiMasterPorts_4/DataFromMiso_1[4]:CLK,6020
SpiMasterPorts_4/DataFromMiso_1[4]:D,
SpiMasterPorts_4/DataFromMiso_1[4]:EN,3410
SpiMasterPorts_4/DataFromMiso_1[4]:Q,6020
SpiMasterPorts_3/DataFromMiso_7_7_0_a2:A,6676
SpiMasterPorts_3/DataFromMiso_7_7_0_a2:B,6521
SpiMasterPorts_3/DataFromMiso_7_7_0_a2:C,3485
SpiMasterPorts_3/DataFromMiso_7_7_0_a2:Y,3485
SpiMasterPorts_3/DataFromMiso_1[16]:ALn,5513
SpiMasterPorts_3/DataFromMiso_1[16]:CLK,5776
SpiMasterPorts_3/DataFromMiso_1[16]:D,
SpiMasterPorts_3/DataFromMiso_1[16]:EN,3612
SpiMasterPorts_3/DataFromMiso_1[16]:Q,5776
nCsD_obuf[3]/U0/U_IOOUTFF:A,
nCsD_obuf[3]/U0/U_IOOUTFF:Y,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_40:A,2342
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_40:B,2539
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_40:C,1574
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_40:Y,1574
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_3:A,1507
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_3:B,2966
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_3:C,3588
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_3:D,3061
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_3:Y,1507
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_140:IPA,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_140:IPB,
SpiMasterPorts_1/DataFromMiso_7_3:A,7653
SpiMasterPorts_1/DataFromMiso_7_3:B,5559
SpiMasterPorts_1/DataFromMiso_7_3:C,4424
SpiMasterPorts_1/DataFromMiso_7_3:Y,4424
nCsD_obuf[0]/U0/U_IOENFF:A,
nCsD_obuf[0]/U0/U_IOENFF:Y,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_260:IPA,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_260:IPB,
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTI0ll.CUARTI0Il5:A,5668
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTI0ll.CUARTI0Il5:B,6683
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTI0ll.CUARTI0Il5:Y,5668
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl0OI[1]:CLK,7431
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl0OI[1]:D,7530
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl0OI[1]:EN,3550
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl0OI[1]:Q,7431
IO_C0_0/IO_C0_0/U0_3/U0/U_IOOUTFF:A,
IO_C0_0/IO_C0_0/U0_3/U0/U_IOOUTFF:Y,
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTOOII[4]:CLK,6602
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTOOII[4]:D,4481
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTOOII[4]:EN,3595
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTOOII[4]:Q,6602
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTI1Il[1]:CLK,5546
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTI1Il[1]:D,8647
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTI1Il[1]:EN,8400
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTI1Il[1]:Q,5546
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_1:A,1574
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_1:B,3033
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_1:C,3655
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_1:D,3129
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_1:Y,1574
SpiMasterPorts_2/Mosi_i_3_8_1_0:A,4101
SpiMasterPorts_2/Mosi_i_3_8_1_0:B,4016
SpiMasterPorts_2/Mosi_i_3_8_1_0:C,3871
SpiMasterPorts_2/Mosi_i_3_8_1_0:D,3613
SpiMasterPorts_2/Mosi_i_3_8_1_0:Y,3613
IO_C0_0/IO_C0_0/U0_2/U0/U_IOPAD:D,
IO_C0_0/IO_C0_0/U0_2/U0/U_IOPAD:E,
IO_C0_0/IO_C0_0/U0_2/U0/U_IOPAD:PAD,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_180:IPA,
SpiMasterPorts_1/DataFromMiso_1[20]:ALn,5513
SpiMasterPorts_1/DataFromMiso_1[20]:CLK,5963
SpiMasterPorts_1/DataFromMiso_1[20]:D,
SpiMasterPorts_1/DataFromMiso_1[20]:EN,3445
SpiMasterPorts_1/DataFromMiso_1[20]:Q,5963
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_36:A,2601
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_36:B,3209
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_36:C,2515
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_36:Y,2515
SpiMasterPorts_0/DataFromMiso_7_15_0_a2:A,5876
SpiMasterPorts_0/DataFromMiso_7_15_0_a2:B,5686
SpiMasterPorts_0/DataFromMiso_7_15_0_a2:C,2565
SpiMasterPorts_0/DataFromMiso_7_15_0_a2:Y,2565
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTI11_1_sqmuxa_i:A,5525
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTI11_1_sqmuxa_i:B,5399
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTI11_1_sqmuxa_i:C,5354
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTI11_1_sqmuxa_i:D,2481
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTI11_1_sqmuxa_i:Y,2481
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTll0_ns_1_0_.m16:A,6708
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTll0_ns_1_0_.m16:B,6676
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTll0_ns_1_0_.m16:C,5603
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTll0_ns_1_0_.m16:D,5583
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTll0_ns_1_0_.m16:Y,5583
SpiMasterPorts_3/Mosi_i_3_8:A,3613
SpiMasterPorts_3/Mosi_i_3_8:B,4875
SpiMasterPorts_3/Mosi_i_3_8:C,4621
SpiMasterPorts_3/Mosi_i_3_8:Y,3613
SpiMasterPorts_2/ClkDiv[8]:ALn,5513
SpiMasterPorts_2/ClkDiv[8]:CLK,2936
SpiMasterPorts_2/ClkDiv[8]:D,5177
SpiMasterPorts_2/ClkDiv[8]:EN,8498
SpiMasterPorts_2/ClkDiv[8]:Q,2936
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/un1_CUARTl0Il_1.CO1:A,6569
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/un1_CUARTl0Il_1.CO1:B,5509
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/un1_CUARTl0Il_1.CO1:C,6597
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/un1_CUARTl0Il_1.CO1:D,6511
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/un1_CUARTl0Il_1.CO1:Y,5509
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_16:A,2471
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_16:B,3038
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_16:C,3238
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_16:D,2768
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_16:Y,2471
SpiMasterPorts_3/DataFromMiso_1[13]:ALn,5513
SpiMasterPorts_3/DataFromMiso_1[13]:CLK,5865
SpiMasterPorts_3/DataFromMiso_1[13]:D,
SpiMasterPorts_3/DataFromMiso_1[13]:EN,3485
SpiMasterPorts_3/DataFromMiso_1[13]:Q,5865
nCsC_obuf[2]/U0/U_IOOUTFF:A,
nCsC_obuf[2]/U0/U_IOOUTFF:Y,
SpiMasterPorts_5/SpiBitPos_7_1.N_37_i:A,5793
SpiMasterPorts_5/SpiBitPos_7_1.N_37_i:B,4543
SpiMasterPorts_5/SpiBitPos_7_1.N_37_i:C,7598
SpiMasterPorts_5/SpiBitPos_7_1.N_37_i:D,7491
SpiMasterPorts_5/SpiBitPos_7_1.N_37_i:Y,4543
SpiMasterPorts_5/Mosi_i_3_2_i_m2:A,2718
SpiMasterPorts_5/Mosi_i_3_2_i_m2:B,3960
SpiMasterPorts_5/Mosi_i_3_2_i_m2:C,3709
SpiMasterPorts_5/Mosi_i_3_2_i_m2:Y,2718
SpiMasterPorts_2/DataFromMiso_7_0_0_a2:A,7502
SpiMasterPorts_2/DataFromMiso_7_0_0_a2:B,7511
SpiMasterPorts_2/DataFromMiso_7_0_0_a2:C,3489
SpiMasterPorts_2/DataFromMiso_7_0_0_a2:D,6509
SpiMasterPorts_2/DataFromMiso_7_0_0_a2:Y,3489
EvalSandbox_MSS_0/CoreAPB3_0/u_mux_p_to_b3/N_13_i_1:A,1471
EvalSandbox_MSS_0/CoreAPB3_0/u_mux_p_to_b3/N_13_i_1:B,1465
EvalSandbox_MSS_0/CoreAPB3_0/u_mux_p_to_b3/N_13_i_1:Y,1465
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_262:IPA,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_262:IPB,
SpiMasterPorts_5/SpiBitPos_7_1.SUM_i_o2[0]:A,4682
SpiMasterPorts_5/SpiBitPos_7_1.SUM_i_o2[0]:B,3763
SpiMasterPorts_5/SpiBitPos_7_1.SUM_i_o2[0]:C,4730
SpiMasterPorts_5/SpiBitPos_7_1.SUM_i_o2[0]:D,4530
SpiMasterPorts_5/SpiBitPos_7_1.SUM_i_o2[0]:Y,3763
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_60:A,5802
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_60:B,5724
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_60:C,3066
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_60:Y,3066
SpiMasterPorts_3/XferComplete_i:ALn,5513
SpiMasterPorts_3/XferComplete_i:CLK,4773
SpiMasterPorts_3/XferComplete_i:D,4741
SpiMasterPorts_3/XferComplete_i:EN,8498
SpiMasterPorts_3/XferComplete_i:Q,4773
SpiMasterPorts_3/Mosi_i_3_18_i_m2_2_0_wmux:A,3209
SpiMasterPorts_3/Mosi_i_3_18_i_m2_2_0_wmux:B,2981
SpiMasterPorts_3/Mosi_i_3_18_i_m2_2_0_wmux:C,3146
SpiMasterPorts_3/Mosi_i_3_18_i_m2_2_0_wmux:D,2883
SpiMasterPorts_3/Mosi_i_3_18_i_m2_2_0_wmux:FCO,
SpiMasterPorts_3/Mosi_i_3_18_i_m2_2_0_wmux:Y,2883
SpiMasterPorts_1/DataToMosi_i[17]:ALn,5513
SpiMasterPorts_1/DataToMosi_i[17]:CLK,2517
SpiMasterPorts_1/DataToMosi_i[17]:D,7399
SpiMasterPorts_1/DataToMosi_i[17]:EN,4461
SpiMasterPorts_1/DataToMosi_i[17]:Q,2517
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_231:IPA,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_231:IPB,
SpiMasterPorts_2/Mosi_i_3_18_i_m2_2_wmux_1:A,3297
SpiMasterPorts_2/Mosi_i_3_18_i_m2_2_wmux_1:B,3069
SpiMasterPorts_2/Mosi_i_3_18_i_m2_2_wmux_1:C,3234
SpiMasterPorts_2/Mosi_i_3_18_i_m2_2_wmux_1:D,2971
SpiMasterPorts_2/Mosi_i_3_18_i_m2_2_wmux_1:FCI,
SpiMasterPorts_2/Mosi_i_3_18_i_m2_2_wmux_1:FCO,
SpiMasterPorts_2/Mosi_i_3_18_i_m2_2_wmux_1:Y,2971
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTl0ll.CUARTI11_12_iv:A,5550
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTl0ll.CUARTI11_12_iv:B,2730
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTl0ll.CUARTI11_12_iv:C,5686
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTl0ll.CUARTI11_12_iv:D,5340
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTl0ll.CUARTI11_12_iv:Y,2730
SpiMasterPorts_3/DataFromMiso_1[18]:ALn,5513
SpiMasterPorts_3/DataFromMiso_1[18]:CLK,5728
SpiMasterPorts_3/DataFromMiso_1[18]:D,
SpiMasterPorts_3/DataFromMiso_1[18]:EN,3489
SpiMasterPorts_3/DataFromMiso_1[18]:Q,5728
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_59:A,6767
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_59:B,6689
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_59:C,3071
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_59:Y,3071
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_115:IPA,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_115:IPB,
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTll0[0]:CLK,4378
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTll0[0]:D,4145
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTll0[0]:EN,8400
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTll0[0]:Q,4378
SpiMasterPorts_4/DacNum_i[0]:CLK,7692
SpiMasterPorts_4/DacNum_i[0]:D,7362
SpiMasterPorts_4/DacNum_i[0]:EN,4039
SpiMasterPorts_4/DacNum_i[0]:Q,7692
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_90:IPA,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_90:IPB,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_136:IPA,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_136:IPB,
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTOOll_0_sqmuxa_0_a2:A,6811
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTOOll_0_sqmuxa_0_a2:B,6710
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTOOll_0_sqmuxa_0_a2:C,6665
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTOOll_0_sqmuxa_0_a2:D,6529
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTOOll_0_sqmuxa_0_a2:Y,6529
SpiMasterPorts_1/SpiBitPos[1]:ALn,5513
SpiMasterPorts_1/SpiBitPos[1]:CLK,3614
SpiMasterPorts_1/SpiBitPos[1]:D,3329
SpiMasterPorts_1/SpiBitPos[1]:Q,3614
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_50:IPA,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_207:IPA,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_207:IPB,
SpiMasterPorts_4/DataFromMiso_7_15_0_a2_0:A,5892
SpiMasterPorts_4/DataFromMiso_7_15_0_a2_0:B,5876
SpiMasterPorts_4/DataFromMiso_7_15_0_a2_0:Y,5876
nCsC_obuf[3]/U0/U_IOENFF:A,
nCsC_obuf[3]/U0/U_IOENFF:Y,
EvalSandbox_MSS_0/CCC_0/CCC_INST/INST_CCC_IP:CLK0,
EvalSandbox_MSS_0/CCC_0/CCC_INST/INST_CCC_IP:CLK1,
EvalSandbox_MSS_0/CCC_0/CCC_INST/INST_CCC_IP:CLK2,
EvalSandbox_MSS_0/CCC_0/CCC_INST/INST_CCC_IP:CLK3,
EvalSandbox_MSS_0/CCC_0/CCC_INST/INST_CCC_IP:GL0,
EvalSandbox_MSS_0/CCC_0/CCC_INST/INST_CCC_IP:GPD0_ARST_N,
EvalSandbox_MSS_0/CCC_0/CCC_INST/INST_CCC_IP:GPD1_ARST_N,
EvalSandbox_MSS_0/CCC_0/CCC_INST/INST_CCC_IP:GPD2_ARST_N,
EvalSandbox_MSS_0/CCC_0/CCC_INST/INST_CCC_IP:GPD3_ARST_N,
EvalSandbox_MSS_0/CCC_0/CCC_INST/INST_CCC_IP:LOCK,
EvalSandbox_MSS_0/CCC_0/CCC_INST/INST_CCC_IP:NGMUX0_ARST_N,
EvalSandbox_MSS_0/CCC_0/CCC_INST/INST_CCC_IP:NGMUX0_HOLD_N,
EvalSandbox_MSS_0/CCC_0/CCC_INST/INST_CCC_IP:NGMUX0_SEL,
EvalSandbox_MSS_0/CCC_0/CCC_INST/INST_CCC_IP:NGMUX1_ARST_N,
EvalSandbox_MSS_0/CCC_0/CCC_INST/INST_CCC_IP:NGMUX1_HOLD_N,
EvalSandbox_MSS_0/CCC_0/CCC_INST/INST_CCC_IP:NGMUX1_SEL,
EvalSandbox_MSS_0/CCC_0/CCC_INST/INST_CCC_IP:NGMUX2_ARST_N,
EvalSandbox_MSS_0/CCC_0/CCC_INST/INST_CCC_IP:NGMUX2_HOLD_N,
EvalSandbox_MSS_0/CCC_0/CCC_INST/INST_CCC_IP:NGMUX2_SEL,
EvalSandbox_MSS_0/CCC_0/CCC_INST/INST_CCC_IP:NGMUX3_ARST_N,
EvalSandbox_MSS_0/CCC_0/CCC_INST/INST_CCC_IP:NGMUX3_HOLD_N,
EvalSandbox_MSS_0/CCC_0/CCC_INST/INST_CCC_IP:NGMUX3_SEL,
EvalSandbox_MSS_0/CCC_0/CCC_INST/INST_CCC_IP:PADDR[2],
EvalSandbox_MSS_0/CCC_0/CCC_INST/INST_CCC_IP:PADDR[3],
EvalSandbox_MSS_0/CCC_0/CCC_INST/INST_CCC_IP:PADDR[4],
EvalSandbox_MSS_0/CCC_0/CCC_INST/INST_CCC_IP:PADDR[5],
EvalSandbox_MSS_0/CCC_0/CCC_INST/INST_CCC_IP:PADDR[6],
EvalSandbox_MSS_0/CCC_0/CCC_INST/INST_CCC_IP:PADDR[7],
EvalSandbox_MSS_0/CCC_0/CCC_INST/INST_CCC_IP:PCLK,
EvalSandbox_MSS_0/CCC_0/CCC_INST/INST_CCC_IP:PENABLE,
EvalSandbox_MSS_0/CCC_0/CCC_INST/INST_CCC_IP:PLL_ARST_N,
EvalSandbox_MSS_0/CCC_0/CCC_INST/INST_CCC_IP:PLL_BYPASS_N,
EvalSandbox_MSS_0/CCC_0/CCC_INST/INST_CCC_IP:PLL_POWERDOWN_N,
EvalSandbox_MSS_0/CCC_0/CCC_INST/INST_CCC_IP:PRESET_N,
EvalSandbox_MSS_0/CCC_0/CCC_INST/INST_CCC_IP:PSEL,
EvalSandbox_MSS_0/CCC_0/CCC_INST/INST_CCC_IP:PWDATA[0],
EvalSandbox_MSS_0/CCC_0/CCC_INST/INST_CCC_IP:PWDATA[1],
EvalSandbox_MSS_0/CCC_0/CCC_INST/INST_CCC_IP:PWDATA[2],
EvalSandbox_MSS_0/CCC_0/CCC_INST/INST_CCC_IP:PWDATA[3],
EvalSandbox_MSS_0/CCC_0/CCC_INST/INST_CCC_IP:PWDATA[4],
EvalSandbox_MSS_0/CCC_0/CCC_INST/INST_CCC_IP:PWDATA[5],
EvalSandbox_MSS_0/CCC_0/CCC_INST/INST_CCC_IP:PWDATA[6],
EvalSandbox_MSS_0/CCC_0/CCC_INST/INST_CCC_IP:PWDATA[7],
EvalSandbox_MSS_0/CCC_0/CCC_INST/INST_CCC_IP:PWRITE,
debug_obuf[4]/U0/U_IOENFF:A,
debug_obuf[4]/U0/U_IOENFF:Y,
SpiMasterPorts_1/nCsce[0]:A,7700
SpiMasterPorts_1/nCsce[0]:B,6652
SpiMasterPorts_1/nCsce[0]:C,7573
SpiMasterPorts_1/nCsce[0]:Y,6652
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_108:A,5960
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_108:B,5882
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_108:C,2275
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_108:Y,2275
SpiMasterPorts_0/DataFromMiso_7_7_0_a2:A,6676
